,features,timepoint,subject
20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 492, 378, 269, 238, 256, 450, 746, 1248, 1765, 4052, 7934, 10252, 16512, 18595, 18386, 13787, 16578, 15616, 12339, 15615, 15808, 16517, 13754, 18064, 19470, 16986, 23446, 24429, 19896, 24934, 24776, 23579, 17821, 20682, 18363, 12948, 13852, 10770, 7892, 4511, 3637, 2061, 1010, 677, 310, 131, 52, 37, 19, 7, 10, 6, 4, 5, 5, 0, 1, 2, 2, 1, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00032
21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 89, 172, 208, 157, 114, 143, 175, 269, 405, 671, 1181, 2000, 3418, 5036, 7458, 9462, 11261, 12136, 12434, 12706, 12493, 12205, 11951, 11647, 11255, 11292, 11208, 11183, 10860, 11044, 11218, 11353, 11702, 12374, 13381, 14334, 15643, 16520, 17112, 17588, 17089, 16005, 15350, 14485, 13908, 12958, 11973, 11138, 9907, 9102, 8024, 7115, 6248, 5332, 4402, 3558, 2798, 2135, 1426, 1067, 740, 471, 311, 190, 127, 91, 59, 33, 20, 9, 12, 5, 1, 6, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00032
22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 286, 514, 1060, 1698, 2203, 2461, 2775, 3070, 3235, 3469, 4062, 4864, 5619, 6292, 7253, 8274, 9986, 11421, 11963, 12553, 12575, 12130, 7920, 11029, 10142, 9387, 9063, 8535, 8393, 8311, 8265, 8116, 8126, 8275, 8573, 8572, 8600, 8874, 9254, 9662, 9855, 10282, 10765, 10906, 11113, 11386, 11341, 7399, 10993, 10989, 11242, 11374, 11868, 11319, 10406, 9359, 8012, 6782, 5919, 5137, 4649, 4118, 3712, 3257, 2691, 2328, 1867, 1454, 1188, 906, 642, 443, 229, 257, 165, 139, 115, 82, 75, 61, 66, 59, 39, 25, 22, 22, 10, 13, 9, 4, 5, 2, 3, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00033
23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 273, 556, 872, 1259, 1765, 2566, 4424, 7548, 12506, 18112, 21332, 20810, 18597, 16100, 14118, 12758, 11305, 9941, 8964, 8335, 7619, 7176, 6838, 6656, 6257, 6066, 5797, 5554, 5551, 5290, 5266, 5060, 5174, 5269, 5281, 5607, 5992, 6417, 6690, 6646, 6611, 6302, 6230, 5924, 5857, 5727, 5899, 5960, 6244, 6379, 6654, 6676, 6470, 6272, 6262, 6231, 6009, 5761, 5463, 5163, 5066, 4850, 4808, 4669, 4615, 4433, 4319, 4231, 4155, 4039, 3857, 3811, 3719, 3491, 3366, 2879, 2569, 2109, 1749, 1291, 986, 753, 509, 379, 250, 153, 142, 83, 58, 45, 22, 12, 14, 8, 2, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00033
24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 200, 369, 534, 1053, 1998, 3820, 9967, 13975, 19862, 24378, 25836, 24845, 27207, 18946, 17122, 15609, 14841, 14544, 18194, 14512, 14803, 15188, 15732, 15804, 20635, 16456, 16475, 16010, 15428, 14590, 16609, 11569, 9895, 8236, 6974, 5989, 6165, 4151, 3580, 2836, 2266, 2099, 1072, 696, 408, 232, 102, 75, 27, 9, 4, 6, 6, 0, 0, 3, 5, 3, 2, 1, 2, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00038
25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 315, 1105, 2358, 2994, 5824, 14636, 21631, 35080, 29976, 30443, 20944, 22599, 17716, 21001, 17275, 20669, 17698, 21276, 18497, 22500, 18990, 22513, 18389, 21471, 16767, 17966, 13200, 13259, 8975, 6364, 4848, 2248, 1421, 568, 240, 82, 35, 23, 18, 13, 10, 6, 17, 3, 5, 5, 7, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5,00038
26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 389, 1077, 2289, 5785, 8035, 12041, 16054, 25274, 22152, 22048, 20298, 18152, 19768, 13750, 12554, 11418, 11012, 13014, 10073, 9195, 8657, 8056, 8956, 6572, 6045, 5516, 6546, 4862, 4596, 4529, 4463, 5412, 4235, 4239, 4208, 4199, 5227, 4316, 4219, 4210, 4298, 5696, 4424, 4732, 4588, 6038, 4942, 5076, 5011, 4948, 6199, 4953, 4919, 4848, 4510, 5664, 4278, 4042, 4069, 3657, 4449, 3381, 3179, 3094, 2863, 3449, 2715, 2543, 2400, 2836, 2165, 2064, 1797, 1789, 2076, 1493, 1312, 1175, 1066, 1146, 787, 685, 608, 546, 538, 353, 291, 206, 229, 99, 74, 59, 39, 27, 14, 5, 4, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00039
27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 438, 641, 1089, 1778, 2945, 4926, 7592, 11043, 15014, 18542, 20959, 21074, 19578, 17429, 15170, 13171, 11475, 10333, 9500, 8885, 8501, 8150, 7853, 7822, 7675, 7650, 7648, 7562, 7612, 7295, 7136, 6613, 6281, 5919, 5530, 5303, 4886, 4618, 4510, 4357, 4217, 4206, 4060, 4035, 3892, 3751, 3723, 3785, 3829, 3948, 4066, 4245, 4547, 4840, 4960, 5079, 5161, 5062, 4946, 4972, 4917, 4796, 4583, 4750, 4619, 4658, 4522, 4404, 4370, 4194, 4000, 3943, 3803, 3554, 3154, 2815, 2423, 2698, 1878, 1534, 1210, 914, 762, 542, 338, 239, 197, 125, 104, 52, 34, 17, 12, 4, 4, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00039
28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 100, 282, 406, 899, 1385, 3111, 4225, 8604, 10000, 15588, 14298, 17652, 13089, 14855, 11217, 13026, 9612, 11016, 8220, 9466, 7086, 8433, 6449, 7577, 6073, 7481, 5996, 7934, 6568, 8644, 7040, 8946, 7007, 8135, 6270, 7384, 5655, 6827, 5345, 6672, 5235, 6156, 5046, 6234, 5011, 6290, 4884, 6264, 5127, 6407, 5216, 6574, 5199, 6348, 5048, 6190, 4679, 5623, 4270, 5096, 4129, 5003, 3987, 4911, 3929, 4959, 3988, 4974, 3974, 5136, 3970, 5043, 3836, 4755, 3667, 4000, 3090, 3451, 2447, 2683, 1963, 1930, 1391, 1459, 992, 939, 571, 489, 281, 253, 113, 89, 32, 21, 10, 8, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00044
29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 96, 265, 425, 783, 1186, 1301, 2694, 4379, 6970, 9687, 12292, 10523, 14664, 14528, 13820, 13271, 9385, 12039, 11274, 10213, 9717, 8783, 6113, 7917, 7237, 6661, 6524, 4738, 6127, 5800, 5679, 5765, 5653, 4144, 5718, 5527, 5631, 5657, 4121, 5623, 5467, 5625, 5696, 5881, 4446, 6017, 6315, 6831, 7043, 5542, 7543, 7777, 7720, 7711, 7304, 5391, 6761, 6501, 6300, 6037, 5761, 4262, 5655, 5368, 5370, 5281, 4018, 5219, 5419, 5388, 5415, 5342, 4065, 5229, 5021, 4967, 4446, 3095, 3793, 3432, 3003, 2598, 2163, 1443, 1542, 1230, 905, 700, 371, 275, 175, 100, 46, 28, 10, 7, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00044
30,"[0, 0, 0, 0, 0, 0, 0, 4, 91, 516, 805, 990, 1034, 1088, 1219, 1235, 1145, 1219, 1319, 1466, 1609, 1834, 3079, 2804, 3444, 4253, 5083, 6165, 7367, 8976, 10815, 11959, 12010, 11415, 10377, 9647, 12184, 8652, 8383, 8348, 8466, 8339, 8496, 8398, 8440, 8391, 8383, 8462, 8579, 8713, 11786, 8769, 9015, 9157, 9348, 9497, 9783, 10316, 10908, 11624, 12181, 13048, 13113, 12941, 12396, 14902, 10231, 9090, 8424, 7772, 7337, 6548, 6131, 5467, 4904, 4283, 3704, 3152, 2605, 2776, 1585, 1218, 853, 595, 443, 323, 189, 126, 97, 60, 38, 18, 10, 17, 5, 2, 4, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00046
31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 629, 875, 1150, 1031, 653, 793, 551, 786, 617, 1030, 976, 1774, 2397, 2550, 4595, 4825, 9527, 9861, 16848, 13997, 18524, 17127, 11125, 13681, 9784, 12583, 9210, 12387, 11971, 9202, 12204, 9361, 12464, 9657, 13061, 9880, 12860, 12736, 9548, 12746, 9281, 12398, 9135, 12304, 9347, 12564, 12979, 9837, 13241, 9946, 13091, 9805, 12614, 11215, 7674, 8600, 5398, 5857, 3338, 3177, 1634, 1329, 741, 322, 255, 118, 77, 30, 22, 13, 5, 5, 0, 2, 6, 5, 2, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00046
32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44, 66, 150, 255, 458, 622, 987, 1440, 2038, 3209, 6270, 7349, 10178, 13061, 16163, 17991, 23429, 17538, 16068, 14348, 13178, 12200, 14487, 10934, 10905, 10442, 10228, 9677, 11776, 9221, 8856, 8973, 8619, 8369, 10285, 7988, 7950, 7753, 7717, 7664, 9472, 7573, 7545, 7183, 6914, 6545, 7769, 5826, 5559, 5323, 5103, 6033, 4635, 4340, 4310, 4158, 4033, 4853, 3840, 3704, 3809, 3647, 3690, 4396, 3246, 3177, 2976, 2658, 2414, 2830, 2112, 1916, 1664, 1562, 1404, 1437, 982, 842, 745, 608, 521, 559, 309, 242, 179, 140, 76, 81, 51, 37, 21, 19, 12, 8, 6, 3, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00050
33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 88, 148, 233, 430, 539, 757, 1488, 1838, 2791, 5402, 6505, 11657, 11827, 13447, 18409, 15065, 14452, 16817, 12644, 14793, 11388, 11092, 13338, 10540, 10271, 12225, 9533, 11609, 9012, 8681, 10668, 8537, 8157, 9955, 7806, 7726, 9408, 7531, 9244, 7337, 7482, 9222, 7413, 7192, 8777, 6769, 8170, 6322, 6138, 7650, 5865, 5630, 6994, 5317, 6403, 4905, 4732, 5520, 4105, 3803, 4262, 3147, 2859, 3140, 2433, 2672, 1947, 1820, 2143, 1580, 1411, 1695, 1266, 1562, 1138, 961, 1159, 823, 719, 827, 569, 594, 348, 290, 299, 158, 132, 110, 54, 22, 16, 5, 8, 1, 3, 4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00050
34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 251, 740, 674, 771, 1115, 1892, 3618, 7556, 13157, 17978, 20652, 20326, 18271, 16127, 14685, 10864, 12696, 12567, 12683, 12937, 13242, 13802, 14622, 15693, 16731, 18454, 19860, 21055, 21677, 21355, 20663, 19323, 17105, 14876, 12984, 11145, 9466, 7591, 6224, 5156, 3410, 3146, 2122, 1329, 732, 357, 162, 64, 19, 14, 8, 7, 3, 3, 4, 3, 2, 0, 3, 2, 2, 2, 1, 1, 1, 0, 1, 3, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00051
35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 167, 400, 360, 306, 545, 713, 1716, 3640, 5774, 12799, 14353, 21276, 21798, 16048, 18033, 12745, 14596, 13491, 10276, 12443, 9815, 12287, 12595, 10812, 13975, 12512, 16884, 19063, 16452, 22050, 18599, 23046, 22235, 16537, 18096, 12529, 13397, 11727, 8124, 8738, 5962, 6348, 5072, 3210, 2976, 1793, 1771, 1316, 794, 729, 400, 289, 184, 76, 51, 20, 5, 3, 2, 4, 2, 5, 1, 0, 0, 1, 1, 1, 0, 2, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00051
36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 105, 210, 538, 948, 1591, 2539, 3114, 5775, 8222, 10928, 9808, 12782, 12570, 12139, 11909, 9160, 10776, 10494, 9598, 7322, 8874, 8348, 8172, 7991, 6315, 7640, 7592, 7708, 5985, 7116, 7016, 7023, 6922, 5408, 6610, 6367, 6417, 5238, 6665, 6414, 6615, 6597, 5267, 6718, 6807, 7056, 5606, 7052, 7143, 7359, 7375, 5967, 7336, 7316, 7226, 7058, 5543, 6616, 6392, 6452, 4932, 6147, 6005, 5866, 5788, 4716, 5727, 5617, 5273, 4230, 5036, 4836, 4685, 4437, 3367, 3897, 3460, 3041, 2256, 2405, 2018, 1464, 1063, 598, 502, 330, 177, 101, 82, 31, 18, 11, 7, 4, 1, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00052
37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 110, 257, 491, 940, 2129, 3024, 5053, 7426, 9804, 13557, 11919, 11739, 11582, 13610, 11098, 10537, 9956, 9127, 10461, 8449, 8111, 8076, 9605, 7835, 7913, 7770, 7826, 9173, 7615, 7458, 7520, 8943, 7472, 7656, 7714, 7892, 9409, 7898, 8114, 8181, 7918, 9828, 8088, 8121, 7890, 9221, 7593, 7269, 7141, 6689, 7756, 6157, 5739, 5535, 6230, 4947, 4612, 4292, 4104, 4639, 3443, 3369, 3234, 3680, 2935, 2916, 2847, 2726, 3298, 2609, 2503, 2504, 2913, 2402, 2354, 2342, 2257, 2590, 2102, 1969, 1899, 1999, 1422, 1197, 967, 734, 639, 347, 227, 123, 86, 67, 20, 19, 7, 10, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00052
38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 444, 1136, 480, 438, 261, 333, 278, 362, 343, 640, 592, 1289, 1612, 3549, 4403, 9926, 11123, 19179, 15857, 15361, 17795, 11614, 13355, 8792, 10730, 7467, 9952, 7291, 9839, 7454, 10214, 7981, 11220, 8614, 11906, 9038, 12181, 9125, 11894, 8823, 11780, 8627, 11599, 8925, 9128, 12768, 9930, 13629, 10561, 14900, 11466, 15221, 11223, 15017, 10607, 12630, 7913, 8296, 4570, 4318, 2152, 1739, 829, 620, 236, 193, 71, 53, 17, 9, 13, 6, 5, 5, 5, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00053
39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 578, 871, 448, 405, 516, 375, 440, 599, 530, 718, 1280, 1413, 2103, 4642, 5655, 11685, 12071, 14215, 20313, 14382, 13426, 15323, 10172, 9373, 11685, 8432, 11186, 8389, 8434, 11540, 8942, 9139, 12950, 9600, 9306, 12169, 8736, 8554, 11096, 8327, 10878, 8402, 8376, 11599, 8977, 9384, 12487, 9379, 9589, 13303, 10049, 13263, 9691, 9246, 11383, 7695, 6901, 8156, 5016, 4488, 5113, 3170, 2602, 3011, 1821, 2025, 1203, 951, 1057, 581, 506, 503, 283, 210, 198, 109, 112, 54, 35, 24, 17, 9, 8, 2, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00053
40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 95, 163, 287, 556, 701, 1239, 1883, 3943, 5921, 10408, 20534, 20334, 20910, 19117, 20791, 14907, 13318, 14700, 10772, 9943, 9624, 11460, 8915, 8612, 10381, 8063, 7896, 7688, 9578, 7705, 7550, 9489, 7640, 7426, 8937, 6917, 6684, 6328, 7390, 5518, 5253, 6373, 5176, 5592, 6048, 8224, 7039, 7242, 9130, 6791, 6671, 6215, 7424, 5585, 5063, 5781, 4151, 3788, 3596, 4214, 3153, 2941, 3331, 2578, 2386, 2857, 2061, 2003, 1883, 2083, 1599, 1403, 1651, 1164, 1058, 972, 1079, 699, 589, 696, 462, 397, 309, 295, 184, 115, 129, 90, 35, 27, 26, 17, 12, 5, 7, 4, 4, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00054
41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 46, 92, 187, 289, 448, 569, 1169, 2053, 3508, 4464, 9796, 15582, 20515, 17185, 23123, 21530, 18866, 12646, 15027, 13339, 12183, 8487, 10838, 10260, 9715, 6896, 9088, 8712, 8509, 6262, 8342, 8440, 8332, 6168, 8065, 7924, 7744, 5711, 7758, 7873, 8240, 6430, 8787, 8932, 8748, 6248, 8009, 7603, 6989, 4884, 6079, 5607, 5284, 3730, 4634, 4254, 4129, 2985, 3846, 3522, 3528, 2449, 3244, 3155, 2998, 2193, 2720, 2573, 2584, 1768, 2289, 2081, 1828, 1295, 1635, 1395, 1269, 831, 993, 933, 761, 486, 583, 479, 344, 189, 229, 168, 116, 51, 39, 36, 25, 10, 9, 7, 4, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00054
42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 272, 446, 951, 1302, 1893, 2859, 5631, 6892, 9066, 11594, 16713, 13601, 12808, 11505, 10627, 11991, 8746, 8063, 7659, 9051, 6751, 6569, 6396, 7395, 5743, 5659, 5448, 5222, 6336, 5044, 4883, 4816, 5915, 4569, 4579, 4548, 4539, 5583, 4387, 4446, 4603, 5675, 4770, 4799, 4935, 6506, 5703, 5883, 6292, 6447, 8551, 7012, 7345, 7366, 9233, 7440, 7250, 7373, 8819, 6967, 6980, 6869, 6999, 8768, 6851, 6824, 6913, 8641, 6889, 6877, 6857, 8001, 5903, 5347, 4708, 3841, 3738, 2186, 1561, 1167, 947, 452, 307, 223, 174, 89, 70, 58, 46, 34, 19, 19, 16, 7, 5, 6, 6, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00056
43,"[0, 0, 0, 0, 0, 0, 37, 84, 110, 277, 548, 977, 1623, 2667, 4355, 6867, 9586, 9126, 13809, 14502, 14058, 13114, 11727, 10703, 9570, 8798, 8409, 5732, 7358, 7068, 6574, 6262, 5946, 5814, 5406, 5346, 3906, 4971, 4807, 4668, 4451, 4361, 4443, 4348, 4236, 3183, 4215, 4173, 4085, 3925, 3986, 3941, 4013, 4127, 3092, 4250, 4525, 4731, 5023, 5501, 5687, 6096, 6268, 4858, 6672, 6898, 6961, 7076, 7057, 7064, 7420, 7423, 5621, 7897, 8006, 8235, 8341, 8587, 8868, 8875, 8750, 6227, 7899, 7411, 6636, 6099, 5309, 4522, 3797, 3041, 1852, 1925, 1419, 1143, 863, 680, 441, 253, 166, 96, 74, 43, 11, 8, 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00056
44,"[0, 0, 0, 0, 0, 0, 0, 26, 453, 863, 685, 403, 343, 257, 384, 395, 480, 439, 655, 835, 887, 1635, 2329, 3466, 3819, 7219, 10284, 13468, 11412, 15932, 14997, 10246, 12267, 10681, 9901, 7054, 8845, 8792, 8509, 6381, 8692, 8704, 8779, 6619, 9025, 9161, 7068, 9102, 9089, 9068, 6806, 8956, 8905, 9008, 6813, 9175, 9281, 7376, 9937, 10144, 10357, 7563, 10140, 10056, 9818, 7454, 9544, 9440, 6915, 8779, 8528, 8256, 6021, 7381, 6940, 6151, 4138, 4891, 4103, 3662, 2399, 2550, 2206, 1460, 1624, 1312, 1060, 659, 718, 562, 391, 221, 204, 149, 84, 94, 45, 34, 11, 12, 7, 3, 5, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00057
45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1001, 3371, 1954, 1234, 993, 1116, 998, 763, 1111, 1503, 1794, 3365, 5705, 7430, 14707, 19693, 17047, 20166, 17680, 15954, 11862, 14036, 13263, 10235, 12333, 12148, 9560, 12096, 12308, 9857, 12373, 12687, 10092, 13035, 13028, 10658, 13905, 14488, 11758, 14986, 14721, 11575, 14426, 13774, 12941, 9769, 11334, 10180, 7073, 7444, 5643, 3354, 2883, 1870, 934, 742, 390, 216, 171, 103, 58, 48, 20, 8, 9, 3, 1, 2, 2, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00057
46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 183, 393, 794, 2061, 3359, 5813, 9009, 12389, 17823, 15539, 14889, 13958, 15422, 12225, 11391, 10856, 10188, 11673, 9078, 8262, 7969, 9187, 7135, 7077, 6915, 6407, 7661, 5965, 5976, 6033, 7009, 5799, 5841, 6080, 5772, 7048, 5655, 5791, 5672, 5615, 6750, 5596, 5635, 5699, 7055, 6134, 6319, 6387, 6419, 7837, 6289, 6036, 5825, 6583, 5365, 5025, 4838, 4588, 5478, 4474, 4332, 4217, 4937, 3921, 3877, 3907, 3725, 4388, 3481, 3593, 3296, 3782, 3133, 3004, 2823, 2568, 2828, 2174, 1992, 1845, 2075, 1454, 1322, 1138, 979, 939, 578, 447, 324, 206, 194, 105, 49, 31, 15, 13, 10, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00058
47,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 66, 257, 367, 673, 1145, 2380, 3239, 4965, 7103, 12180, 12129, 13303, 13850, 16717, 12371, 11060, 10273, 11429, 8626, 8073, 7444, 8810, 6721, 6421, 6340, 7584, 5725, 5842, 7191, 5564, 5455, 5247, 6522, 5039, 4889, 4916, 6067, 4806, 4777, 4670, 5865, 4553, 4781, 4705, 6045, 5069, 5229, 5103, 6656, 5365, 5605, 7080, 5905, 5857, 6263, 7968, 6501, 6667, 6638, 8537, 6833, 6925, 7028, 8507, 6896, 6876, 6868, 8484, 6787, 6475, 6293, 7187, 5420, 4894, 4469, 4858, 3234, 2816, 2861, 1848, 1466, 1138, 1076, 573, 478, 324, 279, 146, 99, 80, 54, 29, 23, 15, 11, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,00058
