,features,timepoint,subject
676,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 83, 222, 582, 1253, 2336, 4408, 8350, 13857, 18124, 19292, 19129, 18672, 17894, 16250, 14206, 12458, 11371, 10947, 10694, 10409, 10360, 10271, 10126, 10346, 10479, 10595, 10688, 10722, 10548, 9962, 9610, 9516, 9050, 9008, 8996, 9275, 9582, 9570, 9887, 10249, 10234, 10011, 9817, 9628, 10583, 7796, 6971, 5929, 4845, 4010, 3374, 2842, 2306, 2064, 1845, 1507, 1349, 1104, 941, 796, 674, 598, 528, 394, 361, 272, 241, 191, 175, 152, 112, 108, 118, 79, 76, 76, 59, 56, 49, 50, 36, 33, 38, 23, 19, 13, 15, 18, 15, 5, 13, 6, 3, 4, 1, 2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00753
677,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 66, 208, 420, 690, 1618, 3572, 6896, 8599, 12799, 14825, 16382, 13883, 16731, 16309, 15690, 14739, 11312, 12692, 12210, 11726, 9329, 11150, 11035, 10603, 8615, 10222, 10107, 10175, 10269, 9017, 11038, 11500, 11886, 9983, 11812, 11751, 11559, 9674, 11185, 10673, 9969, 9324, 6814, 7863, 6937, 6236, 4884, 5254, 4898, 4375, 3262, 3682, 3351, 3007, 2808, 2118, 2299, 2184, 1998, 1422, 1533, 1457, 1313, 1026, 1148, 1036, 972, 915, 663, 789, 720, 675, 453, 570, 508, 428, 327, 366, 305, 259, 214, 126, 142, 122, 76, 52, 41, 37, 22, 16, 8, 10, 11, 3, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00753
678,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 110, 309, 462, 1036, 1786, 3250, 5613, 9295, 13444, 15749, 16081, 15378, 14799, 15083, 14974, 15350, 11809, 14186, 12873, 11660, 10651, 9983, 9332, 8572, 8572, 8343, 7948, 7725, 7377, 7257, 7041, 5487, 6896, 6720, 6476, 6303, 6331, 6218, 6245, 6403, 6360, 6544, 6434, 6721, 6614, 5316, 6514, 6310, 6163, 5990, 5786, 5546, 5384, 5009, 4978, 4577, 4343, 4148, 3927, 3178, 3685, 3522, 3360, 3255, 3200, 3111, 3115, 2923, 2946, 2907, 2781, 2633, 2497, 1842, 2257, 2053, 1873, 1711, 1530, 1414, 1222, 1017, 891, 726, 582, 512, 401, 289, 174, 191, 118, 98, 63, 44, 16, 11, 10, 7, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00754
679,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 42, 135, 291, 718, 871, 1395, 2732, 3420, 4956, 7102, 12355, 12580, 13528, 14490, 17717, 14099, 13766, 16403, 12474, 11744, 11304, 12730, 9457, 8801, 10330, 7613, 7277, 7017, 8263, 6609, 6325, 7644, 6036, 5838, 5850, 7535, 5894, 6026, 6188, 7868, 6245, 6372, 8046, 6382, 6480, 6217, 7681, 5964, 5872, 7338, 5656, 5724, 5465, 6662, 5368, 5057, 6247, 4918, 4835, 4780, 5690, 4667, 4590, 4400, 5455, 4184, 4169, 4958, 3749, 3562, 3464, 4062, 2920, 2803, 3072, 2190, 1950, 1768, 1865, 1084, 950, 983, 649, 498, 395, 389, 225, 145, 139, 113, 45, 43, 28, 21, 13, 3, 6, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00754
680,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 193, 300, 449, 710, 1035, 1647, 2455, 4090, 6326, 9884, 13587, 12370, 17518, 17089, 14566, 12518, 10901, 9722, 8889, 8554, 8161, 7922, 7680, 7486, 7339, 5319, 6992, 6984, 6660, 6826, 6617, 6531, 6457, 6108, 6342, 5792, 6021, 5970, 5784, 5754, 4256, 5545, 5512, 5430, 5412, 5213, 5288, 5254, 5189, 5408, 5318, 5243, 5303, 5263, 4074, 5279, 5652, 6050, 6352, 6828, 7131, 7543, 8090, 8335, 8274, 8258, 7946, 7775, 5654, 6995, 6594, 5915, 5407, 4681, 4240, 3538, 2939, 2328, 1853, 1390, 1074, 752, 437, 433, 288, 198, 115, 85, 56, 26, 16, 11, 8, 4, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00756
681,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 175, 288, 339, 658, 1064, 1266, 2721, 4695, 5674, 11427, 16044, 18920, 13867, 16920, 14752, 9850, 12037, 11399, 8284, 10440, 10111, 7410, 9484, 9029, 6647, 8386, 8164, 8043, 5863, 7478, 7280, 5412, 7091, 6909, 5032, 6605, 6707, 4731, 6389, 6386, 6235, 4716, 6374, 6293, 4619, 6059, 5902, 4419, 6056, 6038, 4531, 6008, 5966, 4291, 5772, 5901, 6006, 4770, 6860, 7119, 5654, 7750, 8036, 5898, 7583, 7141, 5067, 6176, 5644, 5073, 3452, 4218, 3540, 2363, 2949, 2542, 1643, 1880, 1530, 1038, 1133, 950, 741, 431, 468, 357, 182, 211, 127, 81, 52, 39, 11, 17, 9, 7, 4, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00756
682,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 726, 904, 783, 736, 704, 797, 916, 1051, 1108, 1305, 1459, 1786, 2290, 3146, 4279, 6046, 8210, 10390, 11487, 12520, 12140, 11563, 10995, 10318, 9798, 9274, 8748, 8385, 8084, 7976, 7644, 7671, 7422, 7550, 7643, 7845, 8320, 8992, 9624, 10542, 11624, 12252, 12949, 13551, 14471, 14888, 15389, 14853, 14248, 13605, 13084, 12807, 12664, 12190, 11647, 10764, 10019, 8733, 7403, 6221, 5006, 3723, 2896, 2090, 1360, 922, 594, 359, 186, 117, 60, 40, 22, 14, 3, 1, 1, 2, 4, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00761
683,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 66, 595, 1141, 966, 1196, 1346, 1453, 1760, 2246, 2218, 4002, 6102, 8450, 10791, 9343, 13829, 14490, 13964, 13541, 12827, 9026, 11369, 10992, 10643, 10610, 7741, 10188, 10539, 10970, 11538, 12015, 9463, 14068, 15085, 16406, 17612, 13771, 18552, 18566, 18325, 17753, 17016, 12112, 15100, 13769, 12291, 10898, 7068, 7890, 6149, 4454, 3236, 2189, 1211, 1026, 769, 506, 323, 186, 93, 70, 31, 15, 7, 6, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00761
684,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 163, 692, 1510, 4244, 6837, 10309, 16372, 15375, 16461, 19539, 15435, 16944, 13322, 12084, 13025, 9943, 9509, 10995, 8877, 10559, 8583, 8367, 9588, 7746, 7358, 8608, 7064, 8362, 7087, 7392, 9491, 8251, 11055, 10414, 11305, 14630, 13145, 13910, 16944, 13720, 15254, 11416, 9802, 9677, 6557, 5629, 5546, 3755, 3704, 2559, 2257, 2359, 1761, 1950, 1396, 1211, 1404, 1133, 995, 1000, 760, 834, 579, 589, 593, 484, 401, 459, 319, 368, 245, 227, 254, 187, 160, 150, 121, 103, 96, 70, 63, 61, 53, 36, 28, 25, 22, 12, 27, 12, 17, 9, 9, 6, 3, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00762
685,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 333, 588, 1456, 2932, 5544, 9227, 10432, 16418, 18224, 18571, 17600, 15840, 11699, 13140, 11992, 10835, 9960, 9594, 7230, 8816, 8840, 8454, 8348, 6624, 8057, 7958, 7657, 7538, 7477, 5946, 7552, 7824, 7929, 8363, 7076, 8823, 9245, 9747, 9919, 10191, 8580, 10879, 11535, 11669, 12016, 9753, 12372, 11538, 10673, 9171, 7507, 4866, 5003, 3874, 3012, 2288, 1580, 1574, 1373, 1150, 1010, 905, 625, 712, 665, 529, 478, 415, 260, 271, 266, 200, 191, 121, 136, 116, 113, 76, 62, 49, 54, 35, 40, 37, 21, 23, 15, 16, 10, 18, 5, 9, 7, 3, 6, 4, 1, 6, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00762
686,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 84, 690, 1520, 1655, 2324, 3788, 6853, 11075, 15107, 17839, 18901, 19142, 22352, 18312, 17891, 18292, 19004, 20004, 20960, 21597, 21476, 20964, 24179, 19123, 17782, 16696, 15200, 13481, 11816, 10014, 8707, 7817, 7960, 5909, 5354, 5021, 4519, 4193, 3973, 3602, 3302, 3010, 3217, 2438, 2190, 1985, 1710, 1513, 1214, 1194, 1057, 1000, 858, 601, 517, 341, 239, 163, 113, 67, 35, 27, 12, 2, 3, 0, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00763
687,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 539, 912, 1409, 1924, 2597, 3694, 4830, 6315, 8005, 9409, 10902, 12001, 12617, 12794, 12315, 11761, 11002, 10079, 9185, 8520, 8166, 7663, 7171, 5075, 6616, 6313, 5951, 6084, 5834, 5671, 5741, 5814, 5673, 5946, 5924, 6127, 6152, 6388, 6489, 6594, 6677, 6571, 6581, 6682, 6529, 6543, 6558, 6546, 4826, 6439, 6691, 6491, 6534, 6530, 6509, 6537, 6519, 6352, 6574, 6657, 6648, 6521, 6619, 6750, 6666, 6640, 6632, 6338, 6029, 5776, 5581, 5275, 4852, 3534, 4252, 3764, 3306, 2688, 2252, 1782, 1327, 922, 670, 488, 320, 220, 142, 115, 82, 70, 55, 39, 31, 32, 9, 12, 9, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00763
688,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 645, 900, 774, 1790, 2712, 3257, 2300, 3357, 3258, 2234, 3479, 3865, 2819, 4782, 5632, 4498, 7884, 9366, 10419, 7443, 11428, 11641, 7861, 11743, 11608, 7475, 11380, 11498, 7568, 11172, 11260, 7440, 11341, 11206, 11237, 7812, 11621, 11911, 8035, 12454, 12762, 8830, 13581, 13935, 9456, 14413, 14556, 14257, 9600, 13991, 13836, 9034, 12504, 10893, 6093, 7888, 6543, 3730, 4887, 4168, 2492, 3180, 2647, 2277, 1195, 1553, 1161, 625, 761, 517, 273, 324, 228, 104, 128, 104, 73, 27, 49, 35, 28, 31, 23, 16, 18, 17, 5, 8, 5, 5, 7, 7, 1, 1, 3, 3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00764
689,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 209, 244, 463, 463, 816, 860, 1759, 3108, 3675, 7405, 7700, 12363, 9932, 13746, 10455, 14063, 14229, 10841, 14394, 10601, 13169, 9215, 11184, 7778, 9618, 8860, 6344, 8176, 6063, 7903, 5752, 7593, 7399, 5654, 7306, 5528, 7480, 5646, 7835, 6101, 8588, 8879, 7356, 10002, 7935, 11044, 8358, 11003, 7985, 10312, 9767, 6648, 8577, 6169, 7838, 5521, 7187, 6828, 4921, 6063, 4230, 5252, 3548, 4372, 3121, 3888, 3627, 2498, 3093, 2175, 2707, 1787, 2459, 1766, 2202, 2014, 1418, 1700, 1231, 1437, 860, 1035, 786, 470, 454, 248, 248, 132, 99, 46, 44, 28, 16, 7, 2, 4, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00764
690,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 148, 475, 1184, 1961, 3118, 4269, 5748, 7889, 11450, 16523, 22186, 25597, 25035, 22859, 20149, 18755, 18032, 17174, 16452, 15553, 15102, 14968, 15007, 14644, 14433, 14553, 14681, 17994, 15460, 16115, 15887, 15077, 13773, 12221, 10631, 9228, 7898, 6436, 4762, 3457, 2295, 1383, 776, 354, 155, 46, 25, 13, 5, 5, 3, 6, 8, 4, 4, 2, 2, 1, 3, 0, 2, 2, 1, 1, 3, 1, 0, 0, 1, 2, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00765
691,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 88, 69, 77, 224, 371, 774, 1280, 2515, 3091, 4688, 9989, 13037, 17395, 20270, 24064, 16927, 15159, 17062, 13151, 12673, 12526, 15331, 12388, 12435, 15497, 12801, 13312, 13640, 17288, 13650, 13596, 17284, 14527, 15085, 15952, 21067, 17138, 15851, 17624, 11874, 9756, 9751, 5964, 4424, 3263, 2838, 1462, 1034, 820, 350, 182, 95, 58, 31, 24, 22, 11, 10, 8, 10, 7, 11, 4, 5, 4, 3, 4, 2, 5, 3, 2, 5, 4, 2, 3, 1, 3, 4, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00765
692,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 278, 689, 1424, 3002, 7475, 11915, 17236, 19409, 21098, 15423, 13506, 12244, 13353, 10970, 10387, 10495, 11494, 9683, 9445, 9194, 10436, 8849, 8545, 8265, 9292, 7881, 7558, 7266, 8309, 7350, 6944, 7098, 8250, 7199, 7380, 7502, 9086, 8312, 8488, 8608, 9916, 8298, 7638, 7130, 7619, 5748, 5269, 4719, 5129, 4047, 3695, 3519, 3745, 3006, 2958, 2851, 3270, 2682, 2625, 2552, 3003, 2610, 2464, 2325, 2744, 2229, 2225, 2305, 2583, 2085, 2156, 1968, 2187, 1719, 1579, 1444, 1558, 1257, 1154, 988, 1028, 687, 544, 449, 378, 179, 150, 73, 47, 33, 18, 13, 10, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00766
693,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 307, 956, 1480, 3150, 4017, 7547, 8535, 13260, 15826, 13824, 17087, 13517, 15709, 11872, 13705, 12752, 9718, 11178, 8436, 10357, 7869, 9165, 7180, 8674, 8578, 6340, 7875, 6066, 7609, 5979, 7623, 5901, 7347, 7367, 5744, 7214, 5576, 7306, 5679, 7343, 7370, 5876, 7645, 6231, 7860, 6400, 8092, 6419, 8073, 8066, 6074, 7718, 6049, 7272, 5828, 7090, 5527, 6996, 6713, 5234, 6045, 4691, 5364, 3794, 4315, 3680, 2448, 2568, 1602, 1428, 879, 807, 453, 402, 286, 172, 160, 102, 111, 61, 62, 52, 44, 37, 23, 29, 20, 16, 10, 14, 3, 3, 5, 2, 3, 0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00766
694,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 187, 642, 2136, 4491, 8497, 13720, 18056, 19173, 18077, 18918, 14259, 13019, 12295, 11427, 10931, 10475, 11742, 9462, 9005, 8767, 8518, 8123, 7846, 8814, 7151, 6944, 6833, 6530, 6592, 6573, 6655, 8244, 7927, 8749, 9957, 11187, 12201, 11730, 12438, 9318, 8069, 6902, 5807, 5119, 4419, 4550, 3477, 3190, 2986, 2910, 2846, 2763, 3158, 2698, 2647, 2693, 2702, 2738, 2686, 2941, 2395, 2465, 2252, 2289, 2166, 2032, 2254, 1910, 1814, 1777, 1781, 1770, 1670, 2090, 1680, 1756, 1631, 1701, 1622, 1534, 1472, 1608, 1254, 1164, 1056, 870, 741, 607, 588, 348, 271, 186, 105, 85, 55, 42, 12, 12, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00767
695,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 219, 616, 854, 1687, 2166, 3991, 4633, 7765, 8013, 12396, 11147, 15150, 12555, 15283, 11960, 14053, 10398, 12118, 9109, 10468, 7845, 9323, 7111, 8423, 6475, 7831, 6113, 7318, 5587, 6883, 5273, 6456, 4984, 4732, 5829, 4477, 5560, 4293, 5333, 4331, 5267, 4331, 5382, 4423, 5567, 4569, 5886, 4827, 6501, 5483, 7249, 6206, 8595, 7190, 9607, 7980, 10271, 8490, 10581, 8281, 10287, 8010, 9654, 7312, 8439, 6190, 6871, 4767, 5258, 3682, 3911, 2675, 2741, 1780, 1725, 947, 789, 466, 392, 187, 145, 67, 56, 32, 22, 13, 9, 10, 4, 6, 4, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00767
696,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 849, 1654, 774, 718, 1029, 1396, 2735, 5688, 10404, 15982, 20456, 21832, 20447, 17716, 15386, 13974, 13057, 12571, 12404, 12361, 12486, 12617, 13465, 10596, 15525, 18165, 22198, 24654, 21912, 18172, 14872, 12426, 10665, 10241, 10257, 10088, 9977, 9716, 8750, 7561, 6078, 4849, 3758, 2962, 2284, 1943, 1690, 1401, 1288, 1137, 958, 931, 736, 681, 583, 546, 503, 463, 446, 379, 344, 294, 266, 222, 189, 169, 155, 118, 107, 106, 87, 71, 48, 36, 56, 44, 36, 29, 32, 22, 19, 13, 28, 10, 14, 12, 7, 14, 8, 6, 13, 4, 8, 3, 5, 1, 3, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00768
697,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 1282, 2481, 11612, 23834, 26859, 25546, 24953, 15631, 21067, 18595, 16017, 14075, 12088, 7353, 10161, 9352, 9217, 9203, 9152, 6050, 8893, 8183, 8123, 7400, 7090, 4469, 6708, 6571, 6691, 6927, 7053, 4581, 6979, 7149, 7278, 7494, 7581, 5088, 7619, 7671, 7524, 7374, 7208, 4852, 7381, 7659, 7928, 8470, 5560, 8111, 6815, 5233, 3619, 2400, 1158, 1225, 947, 804, 688, 577, 306, 368, 301, 268, 184, 144, 89, 111, 83, 74, 45, 37, 14, 25, 6, 6, 5, 3, 3, 0, 4, 2, 2, 2, 1, 4, 4, 1, 2, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00768
698,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 61, 213, 402, 812, 1937, 2755, 4153, 5950, 8142, 10308, 15728, 13947, 14460, 14105, 13581, 12397, 11355, 12522, 9227, 8386, 7795, 7284, 7025, 6649, 8034, 6104, 5724, 5644, 5399, 5530, 6594, 5151, 5188, 5175, 5094, 5143, 5130, 6452, 5318, 5315, 5588, 5727, 5898, 6068, 7909, 6408, 6517, 6672, 6587, 6790, 8400, 6633, 6377, 6073, 6044, 5982, 5733, 6727, 5262, 5043, 4945, 4683, 4582, 4415, 5508, 4409, 4487, 4480, 4490, 4545, 5522, 4708, 4497, 4437, 4450, 4341, 4202, 4999, 3647, 3356, 3051, 2635, 2275, 1858, 1729, 1027, 732, 539, 327, 219, 136, 63, 32, 19, 10, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00769
699,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 489, 817, 2065, 3228, 5199, 8035, 13752, 14664, 16637, 20662, 16297, 14477, 15254, 11254, 10206, 9431, 10252, 8262, 7759, 8891, 7062, 6846, 7748, 6541, 6469, 6404, 7575, 6501, 6518, 7811, 6699, 6745, 8339, 7224, 7376, 8151, 10329, 9181, 9456, 11755, 9838, 9523, 11030, 9095, 8615, 8476, 9653, 7861, 7609, 9070, 7315, 7325, 8408, 6823, 6536, 5808, 6324, 4584, 3937, 3726, 2330, 1725, 1471, 788, 488, 341, 228, 129, 80, 72, 27, 19, 18, 12, 13, 8, 3, 7, 8, 6, 1, 4, 6, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00769
700,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 308, 2189, 1750, 605, 307, 223, 214, 268, 354, 568, 894, 1309, 1977, 2946, 4063, 5311, 4164, 6978, 7687, 8247, 8477, 8477, 8734, 8860, 8904, 8918, 9235, 9401, 9498, 9792, 10106, 10224, 10474, 10872, 11175, 11455, 12228, 12621, 13057, 13902, 14833, 10476, 16203, 16301, 15437, 14776, 13621, 12690, 11913, 11503, 11094, 10669, 10551, 9996, 9221, 8617, 7896, 6998, 6255, 5647, 5252, 4603, 4252, 3769, 3248, 2677, 1526, 1824, 1330, 900, 584, 303, 146, 49, 26, 13, 5, 7, 2, 2, 6, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00770
701,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304, 972, 1400, 1677, 2106, 2589, 3192, 3858, 4641, 5368, 6250, 6942, 7749, 10561, 8982, 9100, 9081, 8781, 8551, 8203, 7672, 7441, 7199, 6808, 6673, 6408, 6346, 7881, 6175, 6368, 6332, 6293, 6301, 6582, 6503, 6612, 6687, 6745, 6783, 6867, 7094, 8984, 7303, 7409, 7470, 7700, 7962, 7705, 8164, 8333, 8362, 8254, 8693, 8812, 9030, 8913, 11571, 9432, 9539, 9664, 9598, 9585, 9226, 8816, 8503, 7731, 7084, 6403, 5658, 4917, 5233, 3369, 2746, 2095, 1492, 1152, 760, 538, 400, 310, 219, 149, 153, 108, 98, 71, 45, 44, 36, 27, 13, 15, 6, 6, 7, 4, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00770
702,"[0, 0, 1, 5, 21, 195, 382, 255, 339, 208, 319, 211, 387, 434, 361, 623, 505, 1044, 924, 1987, 2876, 2748, 5706, 5353, 10642, 8718, 14921, 16033, 10607, 15251, 9359, 12866, 7868, 10649, 6690, 9434, 9076, 5817, 8371, 5535, 8227, 5517, 8141, 8217, 5633, 8260, 5624, 8411, 5508, 8400, 8308, 5495, 8040, 5407, 8141, 5688, 8926, 9261, 6372, 9824, 6558, 9955, 6978, 10138, 10141, 6719, 10122, 6653, 10026, 6747, 9557, 9239, 6025, 8615, 5695, 7950, 5086, 7207, 6700, 3987, 5086, 3127, 3891, 2212, 2681, 2132, 1097, 1241, 622, 621, 288, 303, 205, 78, 70, 40, 31, 23, 14, 11, 5, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,00771
703,"[0, 0, 0, 0, 0, 8, 56, 232, 253, 470, 497, 436, 466, 518, 596, 722, 893, 1222, 1009, 1953, 2798, 3816, 5413, 7318, 9535, 11379, 12521, 8813, 12849, 12654, 11781, 10921, 10334, 9416, 8783, 8553, 5425, 8046, 7744, 7686, 7320, 7478, 7443, 7293, 7291, 4697, 7272, 7149, 7149, 7170, 7158, 7210, 7383, 7493, 5159, 8112, 8369, 8456, 8569, 8979, 9143, 9483, 9584, 6449, 9812, 9790, 9761, 9877, 9711, 9406, 9058, 8716, 5519, 7765, 7230, 6557, 6039, 5412, 4796, 4476, 3796, 2286, 3236, 2631, 2146, 1776, 1435, 1087, 809, 624, 330, 357, 232, 158, 82, 57, 36, 33, 13, 3, 10, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,00771
